,variable,indice,par,stat,wilcox_p,fdrbh_p,holm_p,bonfer_p
0,negTipe,t_p_precision,NB-NG,586,0.231592065895789,0.231592065895789,0.231592065895789,0.694776197687368
1,negTipe,t_p_precision,NB-NM,158.5,1.29265670863526E-08,1.93898506295289E-08,2.58531341727052E-08,3.87797012590579E-08
2,negTipe,t_p_precision,NG-NM,25,5.36305570911647E-14,1.60891671273494E-13,1.60891671273494E-13,1.60891671273494E-13
0,negTipe,t_p_recall,NB-NG,18,7.51155886337128E-15,1.12673382950569E-14,1.50231177267426E-14,2.25346765901138E-14
1,negTipe,t_p_recall,NB-NM,515,0.0606465863846373,0.0606465863846373,0.0606465863846373,0.181939759153912
2,negTipe,t_p_recall,NG-NM,0,2.55068922008763E-15,7.6520676602629E-15,7.6520676602629E-15,7.6520676602629E-15
0,negTipe,t_p_f,NB-NG,34,1.25678991039164E-13,2.20657136984456E-13,3.77036973117491E-13,3.77036973117491E-13
1,negTipe,t_p_f,NB-NM,559.5,0.157801563312219,0.157801563312219,0.157801563312219,0.473404689936658
2,negTipe,t_p_f,NG-NM,36,1.47104757989638E-13,2.20657136984456E-13,3.77036973117491E-13,4.41314273968913E-13
0,negTipe,t_p_mcc,NB-NG,34,1.15972122134838E-13,1.73958183202257E-13,3.25547327727465E-13,3.47916366404514E-13
1,negTipe,t_p_mcc,NB-NM,402,0.00209083598912008,0.00209083598912008,0.00209083598912008,0.00627250796736023
2,negTipe,t_p_mcc,NG-NM,36,1.08515775909155E-13,1.73958183202257E-13,3.25547327727465E-13,3.25547327727465E-13
0,negTipe,t_p_roc,NB-NG,333.5,0.000192322493379114,0.000576967480137342,0.000576967480137342,0.000576967480137342
1,negTipe,t_p_roc,NB-NM,367.5,0.000780786149256322,0.00117117922388448,0.00156157229851264,0.00234235844776897
2,negTipe,t_p_roc,NG-NM,559,0.158255636230616,0.158255636230616,0.158255636230616,0.474766908691848
0,negTipe,t_p_prc,NB-NG,466.5,0.0206162829029129,0.0618488487087386,0.0618488487087386,0.0618488487087386
1,negTipe,t_p_prc,NB-NM,585,0.240357606681437,0.290133111635985,0.480715213362873,0.72107282004431
2,negTipe,t_p_prc,NG-NM,598.5,0.290133111635985,0.290133111635985,0.480715213362873,0.870399334907956
0,negTipe,t_n_tpr,NB-NG,295,4.17796903990629E-06,4.17796903990629E-06,4.17796903990629E-06,1.25339071197189E-05
1,negTipe,t_n_tpr,NB-NM,204,8.36142882714826E-08,1.25421432407224E-07,1.67228576542965E-07,2.50842864814448E-07
2,negTipe,t_n_tpr,NG-NM,9,6.15894611458468E-15,1.8476838343754E-14,1.8476838343754E-14,1.8476838343754E-14
0,negTipe,t_n_fpr,NB-NG,18,7.51155886337128E-15,1.12673382950569E-14,1.50231177267426E-14,2.25346765901138E-14
1,negTipe,t_n_fpr,NB-NM,515,0.0606465863846373,0.0606465863846373,0.0606465863846373,0.181939759153912
2,negTipe,t_n_fpr,NG-NM,0,2.55068922008763E-15,7.6520676602629E-15,7.6520676602629E-15,7.6520676602629E-15
0,negTipe,t_n_precision,NB-NG,18,1.07322291393283E-14,1.60983437089925E-14,2.14644582786566E-14,3.21966874179849E-14
1,negTipe,t_n_precision,NB-NM,592,0.263358447147187,0.263358447147187,0.263358447147187,0.79007534144156
2,negTipe,t_n_precision,NG-NM,0,2.78321634967198E-15,8.34964904901595E-15,8.34964904901595E-15,8.34964904901595E-15
0,negTipe,t_n_recall,NB-NG,295,4.17796903990629E-06,4.17796903990629E-06,4.17796903990629E-06,1.25339071197189E-05
1,negTipe,t_n_recall,NB-NM,204,8.36142882714826E-08,1.25421432407224E-07,1.67228576542965E-07,2.50842864814448E-07
2,negTipe,t_n_recall,NG-NM,9,6.15894611458468E-15,1.8476838343754E-14,1.8476838343754E-14,1.8476838343754E-14
0,negTipe,t_n_f,NB-NG,447,0.00838575653676073,0.00838575653676073,0.00838575653676073,0.0251572696102822
1,negTipe,t_n_f,NB-NM,261,5.279680723085E-06,7.9195210846275E-06,1.055936144617E-05,1.5839042169255E-05
2,negTipe,t_n_f,NG-NM,198,3.93817495814021E-08,1.18145248744206E-07,1.18145248744206E-07,1.18145248744206E-07
0,negTipe,t_n_mcc,NB-NG,34,1.15972122134838E-13,1.73958183202257E-13,3.25547327727465E-13,3.47916366404514E-13
1,negTipe,t_n_mcc,NB-NM,402,0.00209083598912008,0.00209083598912008,0.00209083598912008,0.00627250796736023
2,negTipe,t_n_mcc,NG-NM,36,1.08515775909155E-13,1.73958183202257E-13,3.25547327727465E-13,3.25547327727465E-13
0,negTipe,t_n_roc,NB-NG,348,0.000361074581964914,0.00108322374589474,0.00108322374589474,0.00108322374589474
1,negTipe,t_n_roc,NB-NM,373,0.000964795241392479,0.00144719286208872,0.00192959048278496,0.00289438572417744
2,negTipe,t_n_roc,NG-NM,573.5,0.201247580950917,0.201247580950917,0.201247580950917,0.603742742852751
0,negTipe,t_n_prc,NB-NG,116,1.03712618456876E-09,3.11137855370628E-09,3.11137855370628E-09,3.11137855370628E-09
1,negTipe,t_n_prc,NB-NM,327.5,0.000153785193207288,0.000230677789810932,0.000307570386414576,0.000461355579621864
2,negTipe,t_n_prc,NG-NM,458,0.0162532392582397,0.0162532392582397,0.0162532392582397,0.0487597177747191
0,negTipe,t_cci%,NB-NG,239,4.22672612886122E-08,1.26801783865837E-07,1.26801783865837E-07,1.26801783865837E-07
1,negTipe,t_cci%,NB-NM,414.5,0.0028739337546971,0.0028739337546971,0.0028739337546971,0.0086218012640913
2,negTipe,t_cci%,NG-NM,376,2.82700522561808E-05,4.24050783842713E-05,5.65401045123617E-05,8.48101567685425E-05
0,negTipe,t_d_cci%,NB-NG,438,0.00790603483632687,0.0118590522544903,0.0158120696726537,0.0237181045089806
1,negTipe,t_d_cci%,NB-NM,547.5,0.129456486949426,0.129456486949426,0.129456486949426,0.388369460848279
2,negTipe,t_d_cci%,NG-NM,304.5,3.32486917569437E-05,9.9746075270831E-05,9.9746075270831E-05,9.9746075270831E-05
